fund_id,fund_name,alpha,beta_mkt_rf,beta_smb,beta_hml,beta_rmw,beta_cma,VaR_95,ES_95
1,Equity Hedge Fund,0.0004612078932830483,0.9889508213474817,-0.20731438725521734,-0.2820882957197717,-0.016815130134357897,-0.5849234632334335,0.025517629306437757,0.03401333761615241
2,Long/Short Fund,0.0004011774870256595,1.019281559424766,-0.23040779286709834,-0.33915642864656925,-0.06379531407148645,-0.5912377918929267,0.02606198431190696,0.03479845902590899
3,Tech Focused Fund,0.0006509667827906019,0.950782704025905,-0.19553758686521294,-0.2726415197303583,0.027731450755851428,-0.7040542348890627,0.026672686681900648,0.03895277902442613
