date,fund_id,portfolio_return
2018-02-08,1,-0.034964067345564086
2018-02-08,2,-0.03883912094801012
2018-02-08,3,-0.02962845035273157
2018-02-09,1,0.010066523004605506
2018-02-09,2,0.007154662097897292
2018-02-09,3,0.01260208993183123
2018-02-12,1,0.028804530273890298
2018-02-12,2,0.026018853659532805
2018-02-12,3,0.035210335666625826
2018-02-13,1,0.00871121606666614
2018-02-13,2,0.00971864176418114
2018-02-13,3,0.00874151173870182
2018-02-14,1,0.017476330956391457
2018-02-14,2,0.01820815570901762
2018-02-14,3,0.017443427090823596
2018-02-15,1,0.020988729072559394
2018-02-15,2,0.015421303425673187
2018-02-15,3,0.029521936642147115
2018-02-16,1,-0.00273467924810535
2018-02-16,2,-0.003339471271709286
2018-02-16,3,-0.002639816067207233
2018-02-20,1,-0.0017345544125310257
2018-02-20,2,0.0006661172528848453
2018-02-20,3,-0.003784185308245469
2018-02-21,1,-0.002700426014128926
2018-02-21,2,-0.0005555438767129351
2018-02-21,3,-0.004709568871774933
2018-02-22,1,0.004467116450773638
2018-02-22,2,0.0028718174259204717
2018-02-22,3,0.007099132459465189
2018-02-23,1,0.015584592569343714
2018-02-23,2,0.014339893220072104
2018-02-23,3,0.017018331732958254
2018-02-26,1,0.015767100999566117
2018-02-26,2,0.01438288408755747
2018-02-26,3,0.018264126643579195
2018-02-27,1,-0.007427864818601459
2018-02-27,2,-0.008673632843859998
2018-02-27,3,-0.004836386354829895
2018-02-28,1,-0.004942772894887049
2018-02-28,2,-0.005403691945898068
2018-02-28,3,-0.003121937659537694
2018-03-01,1,-0.015260205326559107
2018-03-01,2,-0.014158933421588622
2018-03-01,3,-0.016961896234554685
2018-03-02,1,0.0058248575523706875
2018-03-02,2,0.005322774238148286
2018-03-02,3,0.006585268824164314
2018-03-05,1,0.008191866002553299
2018-03-05,2,0.010615387303309354
2018-03-05,3,0.004708418769321917
2018-03-06,1,0.0020320847565652037
2018-03-06,2,0.003840862587979279
2018-03-06,3,-0.00026804190747186816
2018-03-07,1,-0.0037559141704024256
2018-03-07,2,-0.000906310126460864
2018-03-07,3,-0.007852495838867473
2018-03-08,1,0.007403546951072904
2018-03-08,2,0.005923072965011241
2018-03-08,3,0.009786606113279311
2018-03-09,1,0.01714563761871074
2018-03-09,2,0.017196437366970335
2018-03-09,3,0.01706739722290663
2018-03-12,1,0.005838726562993996
2018-03-12,2,0.0054087957747463245
2018-03-12,3,0.007805286949579694
2018-03-13,1,-0.007907453371703742
2018-03-13,2,-0.007151273686039676
2018-03-13,3,-0.009128020998790662
2018-03-14,1,-0.005875655367049271
2018-03-14,2,-0.004074086838708628
2018-03-14,3,-0.008071645956146503
2018-03-15,1,-0.000599661774197493
2018-03-15,2,-0.0017728927282213353
2018-03-15,3,0.0008497517722945591
2018-03-16,1,-0.0020138131909085153
2018-03-16,2,-0.0021056636655634215
2018-03-16,3,-0.002660176952098768
2018-03-19,1,-0.015249630834492241
2018-03-19,2,-0.01543794368189178
2018-03-19,3,-0.015215170792147004
2018-03-20,1,0.004497303012530239
2018-03-20,2,0.008776074095111584
2018-03-20,3,-3.857810519673428e-05
2018-03-21,1,-0.011737722066010078
2018-03-21,2,-0.00704315063760125
2018-03-21,3,-0.019403638275143662
2018-03-22,1,-0.02000505596688344
2018-03-22,2,-0.022316736741842046
2018-03-22,3,-0.016106215326401684
2018-03-23,1,-0.02395890309829242
2018-03-23,2,-0.025177799481171548
2018-03-23,3,-0.023055788125167336
2018-03-26,1,0.037792907468794226
2018-03-26,2,0.03523227538212207
2018-03-26,3,0.04311545599303448
2018-03-27,1,-0.024619497180500043
2018-03-27,2,-0.025893687076845223
2018-03-27,3,-0.02455083018279518
2018-03-28,1,-0.013148249870617879
2018-03-28,2,-0.017705806568794377
2018-03-28,3,-0.009745647205630335
2018-03-29,1,0.010551552983033058
2018-03-29,2,0.01151011106537081
2018-03-29,3,0.008761316979516869
2018-04-02,1,-0.019950037141934943
2018-04-02,2,-0.028395232724681044
2018-04-02,3,-0.009246614762012039
2018-04-03,1,0.011765520564751277
2018-04-03,2,0.0126075073644101
2018-04-03,3,0.010595076329256261
2018-04-04,1,0.015198770313767342
2018-04-04,2,0.0137454873950571
2018-04-04,3,0.017701524727160918
2018-04-05,1,0.010246996243990756
2018-04-05,2,0.013605469828476505
2018-04-05,3,0.0068985247279284454
2018-04-06,1,-0.025494335157793268
2018-04-06,2,-0.026230281546968704
2018-04-06,3,-0.025286861724712565
2018-04-09,1,0.005929145470296686
2018-04-09,2,0.004000921320964285
2018-04-09,3,0.008779408932345042
2018-04-10,1,0.018247645671379712
2018-04-10,2,0.018484364687183733
2018-04-10,3,0.018300660073497163
2018-04-11,1,-0.005279307323751241
2018-04-11,2,-0.005609507072817415
2018-04-11,3,-0.00482860088782298
2018-04-12,1,0.009983357204915385
2018-04-12,2,0.01064679614663728
2018-04-12,3,0.009544607420552092
2018-04-13,1,-0.001443325183002649
2018-04-13,2,-0.004338825201039803
2018-04-13,3,0.0023368548276203175
2018-04-16,1,0.007123826677058735
2018-04-16,2,0.007457266676532067
2018-04-16,3,0.006528433879413319
2018-04-17,1,0.01690063770610354
2018-04-17,2,0.021074204288345666
2018-04-17,3,0.013159330259871404
2018-04-18,1,0.001719540759728661
2018-04-18,2,0.004738843489688369
2018-04-18,3,-0.001733810232345903
2018-04-19,1,-0.012577900912067126
2018-04-19,2,-0.0034854551354126604
2018-04-19,3,-0.02491489137157991
2018-04-20,1,-0.025540923455082246
2018-04-20,2,-0.019481067262252856
2018-04-20,3,-0.03629158757434278
2018-04-23,1,-0.0022901095576204856
2018-04-23,2,-0.002589397634634312
2018-04-23,3,-0.0024078134345746
2018-04-24,1,-0.017620181421205822
2018-04-24,2,-0.02139149524628618
2018-04-24,3,-0.013925863474640626
2018-04-25,1,0.0027210518428292074
2018-04-25,2,0.0018673211525364504
2018-04-25,3,0.003929106504086812
2018-04-26,1,0.011568616130811874
2018-04-26,2,0.017536132657894266
2018-04-26,3,0.004627590526375203
2018-04-27,1,0.0004994274497301793
2018-04-27,2,0.008712995012778247
2018-04-27,3,-0.009512262343993529
2018-04-30,1,0.004486500281087818
2018-04-30,2,-0.0009244717655712903
2018-04-30,3,0.013588311447723938
2018-05-01,1,0.013157224900347233
2018-05-01,2,0.009628620662996157
2018-05-01,3,0.019566205001313036
2018-05-02,1,0.01594143465211084
2018-05-02,2,0.004181561285127631
2018-05-02,3,0.034817342308277835
2018-05-03,1,0.0002029345718372448
2018-05-03,2,-0.00015341966835339478
2018-05-03,3,0.0011328179388881239
2018-05-04,1,0.02352319895776256
2018-05-04,2,0.016487243594241266
2018-05-04,3,0.03419105774249552
2018-05-07,1,0.006511068438286502
2018-05-07,2,0.0069691982853346745
2018-05-07,3,0.00658276337166932
2018-05-08,1,0.0013640356329158259
2018-05-08,2,-0.000509916603092117
2018-05-08,3,0.003951697304929946
2018-05-09,1,0.0084451974701582
2018-05-09,2,0.009067995246831119
2018-05-09,3,0.007453034325230311
2018-05-10,1,0.010245642327416052
2018-05-10,2,0.007788875565254732
2018-05-10,3,0.01338999008105693
2018-05-11,1,-0.0016935298871114425
2018-05-11,2,-0.0012739915100555218
2018-05-11,3,-0.0028910550333401475
2018-05-14,1,-0.0008700016640286282
2018-05-14,2,-0.0003945643230650775
2018-05-14,3,-0.0017994005461878552
2018-05-15,1,-0.009315950720119495
2018-05-15,2,-0.010198627875427056
2018-05-15,3,-0.008752603236595267
2018-05-16,1,0.006931505021822315
2018-05-16,2,0.006185017172566888
2018-05-16,3,0.008416551802733162
2018-05-17,1,-0.003793151061479852
2018-05-17,2,-0.0029310368035568427
2018-05-17,3,-0.005429141103558927
2018-05-18,1,-0.0034156338102968673
2018-05-18,2,-0.0034981040885040094
2018-05-18,3,-0.00347524652280095
2018-05-21,1,0.0071689576115824384
2018-05-21,2,0.007185765954152956
2018-05-21,3,0.0071098898651646
2018-05-22,1,-0.002759970961598291
2018-05-22,2,-0.0028172514606988586
2018-05-22,3,-0.0026134685732806043
2018-05-23,1,0.006174773248691672
2018-05-23,2,0.006927056261099226
2018-05-23,3,0.005866430864701188
2018-05-24,1,-0.0011776425787065538
2018-05-24,2,-0.0009598391927159105
2018-05-24,3,-0.0012671499327229958
2018-05-25,1,0.0008239087305965657
2018-05-25,2,0.0007935343120430822
2018-05-25,3,0.001509045180392774
2018-05-29,1,-0.005881268555420297
2018-05-29,2,-0.005682709899148335
2018-05-29,3,-0.0049489161094503804
2018-05-30,1,0.005010951200238506
2018-05-30,2,0.007615503517971342
2018-05-30,3,0.0003266906633339354
2018-05-31,1,-0.0037613092358416266
2018-05-31,2,-0.003068461546931388
2018-05-31,3,-0.003955250655382449
2018-06-01,1,0.013520757671500088
2018-06-01,2,0.011347438763027658
2018-06-01,3,0.01669289228808881
2018-06-04,1,0.007768550111610702
2018-06-04,2,0.008399727931791551
2018-06-04,3,0.007680808426994502
2018-06-05,1,0.006662163203990291
2018-06-05,2,0.007787463801518898
2018-06-05,3,0.006521671463259682
2018-06-06,1,0.0048236064513263385
2018-06-06,2,0.004626949795818568
2018-06-06,3,0.0043051332269939116
2018-06-07,1,-0.002099953904648178
2018-06-07,2,-0.002121754107864818
2018-06-07,3,-0.0023559464563485083
2018-06-08,1,-0.003502029497950196
2018-06-08,2,-0.0016372683606652142
2018-06-08,3,-0.007095790904535981
2018-06-11,1,-0.00025416641010103506
2018-06-11,2,0.0008624249433899992
2018-06-11,3,-0.0018675696830541134
2018-06-12,1,0.0040718004387667334
2018-06-12,2,0.0038167890239563613
2018-06-12,3,0.004853374612221298
2018-06-13,1,-0.004807487861657144
2018-06-13,2,-0.002661358481089851
2018-06-13,3,-0.0075483022254688725
2018-06-14,1,0.0028964548311138866
2018-06-14,2,0.004670431350133949
2018-06-14,3,0.000848288633484949
2018-06-15,1,-0.005862860198495376
2018-06-15,2,-0.004264047614584698
2018-06-15,3,-0.008774350145920004
2018-06-18,1,-0.0003635274601287046
2018-06-18,2,0.00029448701024607907
2018-06-18,3,-0.0007960726467741819
2018-06-19,1,-0.008092154667582044
2018-06-19,2,-0.0036648914128729203
2018-06-19,3,-0.014248434591094948
2018-06-20,1,0.00401777213799478
2018-06-20,2,0.004495807647929727
2018-06-20,3,0.00391232018930853
2018-06-21,1,-0.006785118929265055
2018-06-21,2,-0.00774016134315977
2018-06-21,3,-0.005720962196106181
2018-06-22,1,-0.0019295879311623722
2018-06-22,2,-0.0024127817325522855
2018-06-22,3,-0.0021199602602365373
2018-06-25,1,-0.01701359796129822
2018-06-25,2,-0.01940217633723531
2018-06-25,3,-0.014789061448137082
2018-06-26,1,0.009100633883691568
2018-06-26,2,0.008987787306759112
2018-06-26,3,0.010641714282998106
2018-06-27,1,-0.006807296927082856
2018-06-27,2,-0.00994141738898295
2018-06-27,3,-0.0026610929613934066
2018-06-28,1,0.009462308552507263
2018-06-28,2,0.012010147326983536
2018-06-28,3,0.007068223231139076
2018-06-29,1,-0.0008290396806570643
2018-06-29,2,-0.00043429807931384006
2018-06-29,3,-0.0016275010312745294
2018-07-02,1,0.007570782891340504
2018-07-02,2,0.006500311285177609
2018-07-02,3,0.009777512447215381
2018-07-03,1,-0.011806306742717937
2018-07-03,2,-0.00992286445192365
2018-07-03,3,-0.015468106778590477
2018-07-05,1,0.007523745413840496
2018-07-05,2,0.006857628600180895
2018-07-05,3,0.008109604138628575
2018-07-06,1,0.010585645930246903
2018-07-06,2,0.00904176774572655
2018-07-06,3,0.012879969881298513
2018-07-09,1,0.012275331192635066
2018-07-09,2,0.012301133400188811
2018-07-09,3,0.012955410804912616
2018-07-10,1,0.0011340644739060296
2018-07-10,2,0.0020373257577591553
2018-07-10,3,-0.0004284728720439391
2018-07-11,1,-0.007717038278132505
2018-07-11,2,-0.004201235852639807
2018-07-11,3,-0.012070746242086797
2018-07-12,1,0.014630290880555553
2018-07-12,2,0.015069242088506955
2018-07-12,3,0.015307706915589412
2018-07-13,1,0.0025379439636261636
2018-07-13,2,0.0036576198291999786
2018-07-13,3,0.0014874484005515986
2018-07-16,1,-0.0006092761933593056
2018-07-16,2,0.0006193824177556672
2018-07-16,3,-0.0020027861347839205
2018-07-17,1,0.004628265997402764
2018-07-17,2,0.0060808165302598215
2018-07-17,3,0.003014767373283114
2018-07-18,1,-0.0017924827950758647
2018-07-18,2,-0.000441630552456828
2018-07-18,3,-0.00422327368312649
2018-07-19,1,-0.00047040762910194816
2018-07-19,2,-0.005082716967488915
2018-07-19,3,0.005792457530182134
2018-07-20,1,-0.0013625929261358574
2018-07-20,2,-0.0008438699731318474
2018-07-20,3,-0.002071252909048276
2018-07-23,1,0.00012028192137794072
2018-07-23,2,-0.0009389395425815583
2018-07-23,3,0.001045698807732875
2018-07-24,1,0.00747870945433265
2018-07-24,2,0.008485782606979663
2018-07-24,3,0.006818363914198476
2018-07-25,1,0.0106805702695697
2018-07-25,2,0.012075375562533566
2018-07-25,3,0.00933166551395518
2018-07-26,1,-0.007276081458668897
2018-07-26,2,-0.011446636909101172
2018-07-26,3,-0.003119504816886908
2018-07-27,1,-0.009486109244516885
2018-07-27,2,-0.005335443022885632
2018-07-27,3,-0.015073485636645314
2018-07-30,1,-0.008068077180026827
2018-07-30,2,-0.010470867088192231
2018-07-30,3,-0.005643796165761687
2018-07-31,1,0.0026427535976562815
2018-07-31,2,0.0024023046123983196
2018-07-31,3,0.002477906667970382
2018-08-01,1,0.027716535806895932
2018-08-01,2,0.0161255204124803
2018-08-01,3,0.047526678763591006
2018-08-02,1,0.018336480038918128
2018-08-02,2,0.015214266123107867
2018-08-02,3,0.024828838126823852
2018-08-03,1,0.002186719364692168
2018-08-03,2,0.0009477409304017993
2018-08-03,3,0.003179677852571124
2018-08-06,1,0.005798978168582677
2018-08-06,2,0.006925661226593913
2018-08-06,3,0.004904581031225106
2018-08-07,1,-0.002040975203689704
2018-08-07,2,0.0015711604702564155
2018-08-07,3,-0.0073791560541263505
2018-08-08,1,0.002184015177392428
2018-08-08,2,0.003980961495950599
2018-08-08,3,0.0005193710027897485
2018-08-09,1,0.004036357589415782
2018-08-09,2,0.003093010968490395
2018-08-09,3,0.006287974721108814
2018-08-10,1,-0.005116129642332261
2018-08-10,2,-0.005970352321157033
2018-08-10,3,-0.0036757688344732226
2018-08-13,1,0.0022319909857231833
2018-08-13,2,0.0012432761793434062
2018-08-13,3,0.004694449782574487
2018-08-14,1,0.006280956158314242
2018-08-14,2,0.007691582116198229
2018-08-14,3,0.0045650598890028355
2018-08-15,1,-0.0048548191772353495
2018-08-15,2,-0.008976997130631256
2018-08-15,3,0.0006726225151757281
2018-08-16,1,0.010064793044850896
2018-08-16,2,0.00763371232442535
2018-08-16,3,0.013434471027875249
2018-08-17,1,0.010051009162105896
2018-08-17,2,0.005392100945521467
2018-08-17,3,0.017030573281300095
2018-08-20,1,-0.004037372012070759
2018-08-20,2,-0.0020423257231559667
2018-08-20,3,-0.007755240989362242
2018-08-21,1,0.00044327417273390667
2018-08-21,2,0.0016016078646766464
2018-08-21,3,-0.0012816531079234946
2018-08-22,1,0.001612944667256368
2018-08-22,2,0.0033162323645545546
2018-08-22,3,-2.7625069158738907e-05
2018-08-23,1,0.00013072656195800653
2018-08-23,2,-0.0006327794219023005
2018-08-23,3,0.001421199056676558
2018-08-24,1,0.004010759870809851
2018-08-24,2,0.003970916684341738
2018-08-24,3,0.003616896912252866
2018-08-27,1,0.008513268560630815
2018-08-27,2,0.008997829771149404
2018-08-27,3,0.00810765595582543
2018-08-28,1,0.004225447593022162
2018-08-28,2,0.0027997074503521794
2018-08-28,3,0.006747509949941829
2018-08-29,1,0.014136452400743139
2018-08-29,2,0.016264253407453015
2018-08-29,3,0.013296753249437031
2018-08-30,1,0.0028452838476025026
2018-08-30,2,0.0007210014478497351
2018-08-30,3,0.00688636477074582
2018-08-31,1,0.006145422095661836
2018-08-31,2,0.004296355141529182
2018-08-31,3,0.009595604333891344
2018-09-04,1,0.0028759391444020945
2018-09-04,2,0.004044714276949781
2018-09-04,3,0.0023921902584804096
2018-09-05,1,-0.007509527709705387
2018-09-05,2,-0.009623387110416229
2018-09-05,3,-0.005922976841710945
2018-09-06,1,-0.011983144205646909
2018-09-06,2,-0.011239432885189853
2018-09-06,3,-0.01457401309521934
2018-09-07,1,-0.005082107727052826
2018-09-07,2,-0.0038741300910650426
2018-09-07,3,-0.007120032823558484
2018-09-10,1,-0.00653959735737975
2018-09-10,2,-0.004308433015186145
2018-09-10,3,-0.010943626299521579
2018-09-11,1,0.016732558960562454
2018-09-11,2,0.01503064906131673
2018-09-11,3,0.02142923985945548
2018-09-12,1,-0.005410085621872637
2018-09-12,2,-0.0022783001485106908
2018-09-12,3,-0.01035452429459461
2018-09-13,1,0.013032280175203512
2018-09-13,2,0.00791946616454195
2018-09-13,3,0.02076813421190179
2018-09-14,1,-0.0066921512199662365
2018-09-14,2,-0.005565614468057531
2018-09-14,3,-0.00946749255452125
2018-09-17,1,-0.019535839101585347
2018-09-17,2,-0.01866980017709929
2018-09-17,3,-0.023420071726241398
2018-09-18,1,0.005461107752823268
2018-09-18,2,0.008131678357385952
2018-09-18,3,0.0022682172631271393
2018-09-19,1,-0.0004073862463711616
2018-09-19,2,-0.0016124174843261875
2018-09-19,3,0.0007049918199421761
2018-09-20,1,0.00792044455666392
2018-09-20,2,0.00819491673097541
2018-09-20,3,0.007612556447483919
2018-09-21,1,-0.007475339963314227
2018-09-21,2,-0.007339798810560991
2018-09-21,3,-0.009086160420493403
2018-09-24,1,0.006781860370962572
2018-09-24,2,0.004762807585378121
2018-09-24,3,0.011311112255658028
2018-09-25,1,0.005578745037355643
2018-09-25,2,0.007183317465953125
2018-09-25,3,0.005049752791747519
2018-09-26,1,-0.004935223212604751
2018-09-26,2,-0.0033195957975631456
2018-09-26,3,-0.007214140627690624
2018-09-27,1,0.013392660992850237
2018-09-27,2,0.011852443446780912
2018-09-27,3,0.01741264569703538
2018-09-28,1,0.0008507716895237018
2018-09-28,2,-0.0007234202918136938
2018-09-28,3,0.0029203372585366303
2018-10-01,1,0.0045996055352424065
2018-10-01,2,0.00343495313782631
2018-10-01,3,0.006198099031069424
2018-10-02,1,0.0013737539150008844
2018-10-02,2,-0.0032568240391242093
2018-10-02,3,0.007308259788248498
2018-10-03,1,0.0044013729526592256
2018-10-03,2,0.0002103587320289503
2018-10-03,3,0.010197800604275574
2018-10-04,1,-0.01479440079157559
2018-10-04,2,-0.014785142500808474
2018-10-04,3,-0.01614823052297376
2018-10-05,1,-0.011284941537770727
2018-10-05,2,-0.009536728065351512
2018-10-05,3,-0.014558863249275304
2018-10-08,1,-0.0032912163086746206
2018-10-08,2,-0.0048539150628394935
2018-10-08,3,-0.002000120407254721
2018-10-09,1,0.00629037533986802
2018-10-09,2,0.0034922828402029382
2018-10-09,3,0.01122885960552132
2018-10-10,1,-0.044513772863784086
2018-10-10,2,-0.045907040403619745
2018-10-10,3,-0.04509726977017429
2018-10-11,1,-0.015266070062683141
2018-10-11,2,-0.017997193634355837
2018-10-11,3,-0.010853854445234979
2018-10-12,1,0.027698588574181837
2018-10-12,2,0.026759431624269227
2018-10-12,3,0.03159786792727216
2018-10-15,1,-0.014653079925094186
2018-10-15,2,-0.012517677180650073
2018-10-15,3,-0.019001927172600054
2018-10-16,1,0.02331139267929535
2018-10-16,2,0.024988056152434487
2018-10-16,3,0.021709468319943952
2018-10-17,1,-0.0011042310653188673
2018-10-17,2,0.0008674736590174196
2018-10-17,3,-0.003651040540623402
2018-10-18,1,-0.021702932643543376
2018-10-18,2,-0.02257159168129696
2018-10-18,3,-0.022125303455989044
2018-10-19,1,0.006255000150930049
2018-10-19,2,0.0021567260449217515
2018-10-19,3,0.012535859503509113
2018-10-22,1,0.0033424297220181467
2018-10-22,2,0.0037935069095420665
2018-10-22,3,0.004358049645835369
2018-10-23,1,0.0004231112263003864
2018-10-23,2,-0.0039487473120410265
2018-10-23,3,0.006897608797560601
2018-10-24,1,-0.03753667642847263
2018-10-24,2,-0.04126284365149166
2018-10-24,3,-0.03431156646177897
2018-10-25,1,0.027631720749329625
2018-10-25,2,0.034588918892697273
2018-10-25,3,0.021126908787155337
2018-10-26,1,-0.026657938295215823
2018-10-26,2,-0.03682493433694346
2018-10-26,3,-0.01628964311383324
2018-10-29,1,-0.02133107977949308
2018-10-29,2,-0.027518944499110583
2018-10-29,3,-0.016887327580103476
2018-10-30,1,0.00743019628411665
2018-10-30,2,0.006628228329768445
2018-10-30,3,0.006742446704457911
2018-10-31,1,0.02267644798411335
2018-10-31,2,0.024217124026264004
2018-10-31,3,0.02324265762308989
2018-11-01,1,0.017438056441603064
2018-11-01,2,0.021096846483833042
2018-11-01,3,0.01444675607791364
2018-11-02,1,-0.0341139472129777
2018-11-02,2,-0.018763013832176816
2018-11-02,3,-0.05825024646990079
2018-11-05,1,-0.014669125754053757
2018-11-05,2,-0.011118830381227126
2018-11-05,3,-0.023068407479763343
2018-11-06,1,0.00877638098807861
2018-11-06,2,0.00818631471109338
2018-11-06,3,0.010003359432569092
2018-11-07,1,0.03206764788348706
2018-11-07,2,0.03699337323453731
2018-11-07,3,0.028395687001936207
2018-11-08,1,-0.002630165575988076
2018-11-08,2,-0.002067660246124742
2018-11-08,3,-0.003331311997553219
2018-11-09,1,-0.016310401189921477
2018-11-09,2,-0.016298122995634233
2018-11-09,3,-0.017765124376322092
2018-11-12,1,-0.03845335765620802
2018-11-12,2,-0.03500074965093089
2018-11-12,3,-0.0463890390264297
2018-11-13,1,-0.0057397120042521205
2018-11-13,2,-0.004071300935893358
2018-11-13,3,-0.008615088757965315
2018-11-14,1,-0.019210058694950374
2018-11-14,2,-0.016245437551291934
2018-11-14,3,-0.025144372417508592
2018-11-15,1,0.01725821104023288
2018-11-15,2,0.014396040494954333
2018-11-15,3,0.022072341538383423
2018-11-16,1,0.003444997266075833
2018-11-16,2,-0.001418963244217516
2018-11-16,3,0.009549130369903309
2018-11-19,1,-0.0331577991743426
2018-11-19,2,-0.03315543795294677
2018-11-19,3,-0.03649621570980283
2018-11-20,1,-0.03136265249616705
2018-11-20,2,-0.023195692274101475
2018-11-20,3,-0.04385049776362094
2018-11-21,1,0.002819608640941148
2018-11-21,2,0.005487029759478532
2018-11-21,3,-0.00043579950365598964
2018-11-23,1,-0.015898624358899924
2018-11-23,2,-0.011962767462352168
2018-11-23,3,-0.022535197499618406
2018-11-26,1,0.020040064043398316
2018-11-26,2,0.02603784054739144
2018-11-26,3,0.013763073299388567
2018-11-27,1,0.00025577318900397094
2018-11-27,2,0.001017751986713571
2018-11-27,3,-0.0012726591443784473
2018-11-28,1,0.03524783938953024
2018-11-28,2,0.03738471917387113
2018-11-28,3,0.03522884834752346
2018-11-29,1,-0.004783628305526594
2018-11-29,2,-0.003555887205404792
2018-11-29,3,-0.006790714302017552
2018-11-30,1,0.0021481285485260744
2018-11-30,2,0.005542658945626416
2018-11-30,3,-0.003157947126809536
2018-12-03,1,0.02734231093449838
2018-12-03,2,0.02755850401192218
2018-12-03,3,0.03043510448535492
2018-12-04,1,-0.042716048975858054
2018-12-04,2,-0.04416505964675592
2018-12-04,3,-0.04297138842578704
2018-12-06,1,-0.002947419822578754
2018-12-06,2,0.0023361166259149315
2018-12-06,3,-0.009597312744588582
2018-12-07,1,-0.03231094476939768
2018-12-07,2,-0.032224985573471296
2018-12-07,3,-0.03418961236862224
2018-12-10,1,0.004827457102901029
2018-12-10,2,0.004567270558310122
2018-12-10,3,0.005765374071752721
2018-12-11,1,-0.0025773122385074555
2018-12-11,2,-0.0010740467675564172
2018-12-11,3,-0.004839204485368542
2018-12-12,1,0.005252316060217365
2018-12-12,2,0.00691469762560862
2018-12-12,3,0.003220225209305337
2018-12-13,1,0.004467059368507527
2018-12-13,2,0.00146277538727281
2018-12-13,3,0.009034014258112021
2018-12-14,1,-0.02871492690305953
2018-12-14,2,-0.02898586309213183
